Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References
5803,CA,Idle Reduction Requirement at Schools,"A school bus driver must turn off the engine upon stopping at a school,
or within 100 feet of a school, and may not turn the engine on more than
30 seconds before departing from the location. When the bus is at least
100 feet away from a school, the driver may not idle the engine for more
than five consecutive minutes, or for periods totaling more than five
minutes during any one hour period. Transit and commercial vehicle
operators may not idle for more than five consecutive minutes at each
stop within 100 feet of a school, or for periods totaling more than five
minutes during any one hour period. Exemptions apply for necessary
idling while stopped in traffic, at traffic signals, and at the
direction of law enforcement personnel. For more information, see the
California Air Resources Board [School Bus Idling Airborne Toxic Control
Measure](http://www.arb.ca.gov/toxics/sbidling/sbidling.htm#Enforcement)
website. (Reference [California Code of
Regulations](http://www.oal.ca.gov/) Title 13, Section 2480)
",,,false,290,Laws and Regulations,"",,,,,"",IR,"",AIRQEMISSIONS|DREST,FLEET|GOV,http://www.oal.ca.gov/
5807,CA,Low-Speed Electric Vehicle (EV) Access to Roadways,"A low-speed EV, also known as a neighborhood electric vehicle, is
defined as a motor vehicle with four wheels, a gross vehicle weight
rating of 3,000 pounds or less, and capable of achieving a minimum speed
of 20 miles per hour (mph) and a maximum speed of 25 mph. Low-speed EVs
are subject to all provisions applicable to a motor vehicle and must
meet federal safety standards established in Title 49 of the [Code of
Federal Regulations](https://www.govinfo.gov/app/collection/uscode),
section 571.500. Drivers of low-speed EVs must comply with all
provisions applicable to drivers of motor vehicles. The operator of a
low-speed EV may not operate the vehicle on any roadway with a posted
speed limit greater than 35 mph except to cross a roadway at an
intersection. (Reference [California Vehicle
Code](http://www.oal.ca.gov/) 385.5 and 21250-21266)
",,,false,315,Laws and Regulations,"",,,,,"",NEVS,"",DREST,FLEET|GOV|IND,http://www.oal.ca.gov/
5812,PA,Alternative Fuel Vehicle (AFV) Rebate,"The AFV Program offers rebates to assist eligible residents with the
incremental cost of the purchase or lease of new or pre-owned AFVs,
including all-electric vehicles (EVs), plug-in hybrid electric vehicles
(PHEVs), hydrogen fuel cell electric vehicles (FCEVs), compressed
natural gas (CNG) vehicles, electric motorcycles, and propane vehicles.
Eligible AFV purchase price not exceed \$50,000. Rebates are available
in the following amounts:

  Vehicle Type                                  Rebate Amount
  --------------------------------------------- ---------------
  FCEV                                          \$1,000
  EV                                            \$750
  CNG, PHEV, Propane, and Electric Motorcycle   \$500

An additional rebate of \$1,000 is available for all applicants that
meet the [low-income
requirement](https://aspe.hhs.gov/poverty-guidelines), as defined by the
U.S. Department of Health and Human Services. Applications much be
received within six months of vehicle purchase. Rebates are awarded on a
first-come, first-served basis. For more information, including forms
and detailed requirements and restrictions, see the [AFV
Rebates](http://www.dep.pa.gov/Citizens/GrantsLoansRebates/Alternative-Fuels-Incentive-Grant/Pages/Alternative-Fuel-Vehicles.aspx#.Vl9K83arSUk)
website.

(Reference Title 73 [Pennsylvania
Statutes](http://government.westlaw.com/linkedslice/default.asp?SP=pac-1000),
Chapter 18E, Section 1647.3)
",2004-01-01 00:00:00 UTC,2008-07-10 00:00:00 UTC,false,15,State Incentives,"",2020-02-28 19:23:33 UTC,,,,"",ELEC|HY|NG|PHEV|LPG,RBATE,"",IND,http://government.westlaw.com/linkedslice/default.asp?SP=pac-1000
5815,AR,Alternative Fuels Tax and Reporting,"Excise taxes on alternative fuels are imposed on a gasoline gallon
equivalent (GGE) basis. The tax rate for each alternative fuel type is
based on the number of motor vehicles licensed in the state that use the
specific fuel, not including vehicles the federal government owns or
leases. The Arkansas Department of Finance and Administration (DFA) and
the Arkansas State Highways and Transportation Department must prepare
an annual report with the number of alternative fuel vehicles licensed
in the state and the tax revenue generated. The DFA must establish the
tax rate annually by April 1. Licensed alternative fuel suppliers must
pay alternative fuel taxes for product dispensed, sold to a dealer or
user, or used in a motor vehicle owned or operated by the alternative
fuel supplier. Alternative fuel suppliers must prepare a monthly report
on the number of GGEs of alternative fuels sold and possess a sufficient
number of credits (also known as sales tickets) to cover the alternative
fuel sales tax. (Reference [Arkansas
Code](http://www.lexisnexis.com/hottopics/arcode/Default.asp) 19-6-301,
26-56-502, 26-56-601, and 26-62-201 through 26-62-209)
",,,false,33,Laws and Regulations,"",,,,,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,"",FUEL,STATION|PURCH,http://www.arkleg.state.ar.us/
5816,AR,Natural Gas Metering,"Individuals who use natural gas for residential or other tax-free
purposes may not use natural gas in motor vehicles unless the natural
gas is obtained through a separate meter which the alternative fuels
supplier installed for such purposes. (Reference [Arkansas
Code](http://www.lexisnexis.com/hottopics/arcode/Default.asp) 26-62-203)
",,,false,36,Laws and Regulations,"",,,,,"",NG,"",REGIS,PURCH|FLEET|GOV|IND,http://www.arkleg.state.ar.us/
5817,AR,Alternative Fuel Vehicle Conversion Notification,"Any individual or company who converts a vehicle to operate on an
alternative fuel must report the conversion to the Arkansas Department
of Finance and Administration (DFA) within 10 days of the conversion. An
owner or operator who fails to report such a conversion may be subject
to a penalty. For more information, including reporting forms, see the
[DFA](https://www.dfa.arkansas.gov/excise-tax/motor-fuel-tax/motor-fuel-tax-forms/)
website. (Reference [Arkansas
Code](http://www.lexisnexis.com/hottopics/arcode/Default.asp) 26-56-315
and 26-62-214)
",,,false,31,Laws and Regulations,"",,,,,"",AFTMKTCONV|BIOD|ETH|ELEC|HY|NG|PHEV|LPG,"",REGIS,MAN|FLEET|GOV|IND,http://www.arkleg.state.ar.us/
5819,VA,Idle Reduction Requirement,"Motor vehicles licensed for commercial or public service may not idle
for more than three minutes in commercial or residential urban areas,
unless the engine is providing auxiliary power for purposes other than
heating or air conditioning. Tour buses and diesel vehicles are not
permitted to idle for more than 10 minutes. (Reference [Virginia
Administrative Code](http://leg1.state.va.us/000/reg/TOC.HTM)
9-5-40-5670(C))
",,,false,90,Laws and Regulations,"",,,,,"",IR,"",AIRQEMISSIONS|DREST,FLEET|GOV,http://leg1.state.va.us/000/reg/TOC.HTM
5824,ID,Neighborhood Electric Vehicle (NEV) Access to Roadways,"An NEV is defined as a self-propelled, electrically-powered,
four-wheeled motor vehicle that does not produce emissions and conforms
to the definition and requirements for low-speed vehicles specified in
Title 49 of the [Code of Federal
Regulations](https://www.govinfo.gov/app/collection/uscode), section
571.500. An NEV must be titled, registered, and insured according to
state law and may only be operated by a licensed driver. NEVs may not be
driven on any highway with a speed limit greater than 35 miles per hour
(mph), or across any highway with a speed limit greater than 45 mph.
(Reference [Idaho
Statutes](https://legislature.idaho.gov/statutesrules/) 49-123, 49-402,
and 49-663)
",,2009-04-20 00:00:00 UTC,false,55,Laws and Regulations,"",,,,,"",NEVS,"",DREST,FLEET|GOV|IND,https://legislature.idaho.gov/statutesrules/
5825,ID,Propane Dealer Requirements,"Propane dealers must meet education, experience, and examination
qualifications, and hold a valid individual license. Each propane
fueling facility must be licensed. A fee of up to \$500 is required for
each license application, original license, and annual license renewal.
(Reference [Idaho
Statutes](https://legislature.idaho.gov/statutesrules/) 54-5301 to
54-5318)
",,2009-04-01 00:00:00 UTC,false,35,Laws and Regulations,"",,,,,"",LPG,"",REGIS,STATION,https://legislature.idaho.gov/statutesrules/
5826,NM,Biofuels Production Tax Deduction,"The cost of purchasing qualified biomass feedstocks to be processed into
biofuels, as well as the associated equipment, may be deducted in
computing the compensating tax due under the New Mexico Gross Receipts
and Compensating Tax Act. For the purpose of this incentive, biofuels
include ethanol, methanol, methane, and hydrogen. (Reference [New Mexico
Statutes](https://nmonesource.com/nmos/nmsa/en/nav_date.do) 7-9-98)
",,,false,15,State Incentives,"",,,,,"",BIOD|ETH|HY,TAX,"",AFP,http://www.nmonesource.com/nmnxtadmin/NMPublic.aspx
5828,KY,Compressed Natural Gas (CNG) Deregulation,"The Kentucky Public Service Commission (Commission) may not regulate the
rates, terms, or conditions of service for the sale of CNG to a fueling
station, retailer, or to any end-user for use as a motor vehicle fuel.
However, transporting, distributing, or delivering natural gas to a CNG
retailer or end-user is subject to Commission regulations. (Reference
[Kentucky Revised
Statutes](https://legislature.ky.gov/Law/Statutes/Pages/default.aspx)
278.508)
",,,false,65,Laws and Regulations,"",,,,,"",NG,"",REGIS,STATION,http://lrc.ky.gov/krs/titles.htm
5831,KY,Biodiesel Production and Blending Tax Credit,"Qualified biodiesel producers or blenders are eligible for an income tax
credit of \$1.00 per gallon of pure biodiesel (B100) or renewable diesel
produced or used in the blending process. Re-blending of blended
biodiesel does not qualify for the tax credit. The total amount of
credits claimed by all biodiesel producers may not exceed the annual
biodiesel tax credit cap of \$10 million. Unused credits may not be
carried forward. For the purpose of this credit, biodiesel must meet
ASTM specification D6751, and renewable diesel is defined as a
renewable, biodegradable, non-ester combustible liquid derived from
biomass resources that meets ASTM specification D975. (Reference
[Kentucky Revised
Statutes](https://legislature.ky.gov/Law/Statutes/Pages/default.aspx)
141.422 to 141.424)
",,2007-08-22 00:00:00 UTC,false,10,State Incentives,"",,,,,"",BIOD,TAX,"",STATION|AFP,http://lrc.ky.gov/krs/titles.htm
5836,MD,Idle Reduction Requirement,"A motor vehicle engine may not operate for more than five consecutive
minutes when the vehicle is not in motion, with the following
exceptions: 1) when traffic conditions or mechanical difficulties do not
allow the vehicle to operate; 2) when it is necessary to operate
heating, cooling or auxiliary equipment installed on the vehicle; 3) to
bring vehicle to manufacturer\'s recommended operating temperature; or
4) if idling is necessary to accomplish the intended use of the vehicle.
(Reference [Maryland
Statutes](http://mgaleg.maryland.gov/webmga/frm1st.aspx?tab=home),
Transportation Code 22-402)
",,,false,65,Laws and Regulations,"",,,,,"",IR,"",AIRQEMISSIONS|DREST,FLEET|GOV|IND,http://mgaleg.maryland.gov/webmga/frm1st.aspx?tab=home
5837,MD,Low-Speed Vehicle Access to Roadways,"A low-speed vehicle is defined as a four-wheeled electric vehicle that
has a maximum speed capability of 20 miles per hour (mph) to 25 mph. A
low-speed vehicle must be registered with the Maryland Motor Vehicle
Administration and comply with federal safety standards contained in
Title 49 of the [Code of Federal
Regulations](http://www.gpo.gov/fdsys/), section 571.500. The State
Highway Administration or any local authority may prohibit the use of
low-speed vehicles on any controlled access highway in its jurisdiction.
Low-speed vehicles are only permitted on highways with a speed limit of
up to 30 mph, but may, except in certain situations, cross highways for
which the maximum speed limit exceeds 45 mph if the intersection is
controlled by a traffic light or a four-way stop sign. (Reference
[Maryland
Statutes](http://mgaleg.maryland.gov/webmga/frm1st.aspx?tab=home),
Transportation Code 11-130.1, 21-313, 21-1125, and 22-101)
",,,false,75,Laws and Regulations,"",,,,,"",NEVS,"",DREST,FLEET|GOV|IND,http://mgaleg.maryland.gov/webmga/frm1st.aspx?tab=home
5839,MS,Installation of Alternative Fuel Components in Vehicles,"A propane or compressed natural gas (CNG) carburetion system installer
who collects an installation service fee must hold an installer\'s
license from the State Liquefied Compressed Gas Board (Board) and must
notify the Board of any applicable installation. The Board or the
Mississippi Insurance Department must inspect propane or CNG carburetion
systems not installed by a qualified installer or manufacturer.
Regardless of installer, a field inspector must inspect all propane and
CNG carburetion systems installed on public transportation vehicles,
including school buses. The Board may require the inspection of any
propane or CNG carburetion systems installed on other vehicle types as
necessary, and all installations must comply with its rules and
regulations. (Reference [Mississippi
Code](http://www.lexisnexis.com/hottopics/mscode/) 75-57-47)
",,,false,16,Laws and Regulations,"",,,,,"",AFTMKTCONV|NG|LPG,"",REGIS,MAN|FLEET|GOV|IND,http://www.lexisnexis.com/hottopics/mscode/
5840,MS,Natural Gas Tax,"Compressed natural gas (CNG) and liquefied natural gas (LNG) used as
motor fuel must be sold in gasoline gallon equivalents (GGE) or diesel
gallon equivalents (DGE). A GGE of CNG is equal to 5.66 pounds (lbs.)
and a DGE of LNG is equal to 6.06 lbs.

Operators of motor vehicles capable of using natural gas must pay an
annual flat rate privilege tax if the vehicle has a gross vehicle weight
rating (GVWR) of 10,000 lbs. or less. Natural gas vehicles (NGVs) with a
GVWR greater than 10,000 lbs. are subject to privilege taxes charged per
hundred cubic feet of CNG and per diesel gallon equivalent of LNG;
operators must prepay a portion of this tax annually. The Mississippi
Department of Revenue may require the operator of five or more NGVs to
pay the tax on all fuel purchased for any purpose; in this case, the
fuel distributor will collect the excise tax at the time of sale or
delivery. Distributors of natural gas for use in motor vehicles must
also pay a privilege tax. Taxes on distributors and utilities do not
apply to sales or deliveries made to persons who hold permitted
compressed gas user\'s decals.

(Reference [Mississippi
Code](http://www.lexisnexis.com/hottopics/mscode/) 27-59-11 and
75-27-114)
",,2015-03-13 00:00:00 UTC,false,23,Laws and Regulations,"",2015-05-13 14:52:00 UTC,,,,"",NG,"",FUEL,STATION|PURCH|FLEET|GOV|IND,http://www.legislature.ms.gov/Pages/default.aspx|http://www.lexisnexis.com/hottopics/mscode/
5861,MT,Biodiesel Blending Tax Credit,"Businesses and individuals are eligible for a tax credit of up to 15% of
the cost of qualified equipment used for storing or blending biodiesel
with petroleum diesel offered for sale. Biodiesel must be made entirely
from components produced in Montana and must account for at least 2% of
the business\' or individual\'s total diesel sales within three years of
the initial credit. The credit may not exceed \$52,500 for a biodiesel
distributor and \$7,500 for an owner or operator of a motor fuel outlet.
The credit can be claimed up to two tax years before the taxpayer begins
blending biodiesel fuel for sale, and may be carried forward until the
total amount has been deducted from tax liability. If the facility
ceases to blend biodiesel for 12 continuous months within five years of
a credit claim, the total credit amount must be returned. (Reference
[Montana Code Annotated](https://leg.mt.gov/bills/mca/index.html)
15-32-703)
",,,false,15,State Incentives,"",2015-06-12 19:04:01 UTC,,,,"",BIOD,TAX,"",STATION,https://leg.mt.gov/bills/mca/index.html
5865,ND,Biodiesel and Renewable Diesel Blender Tax Credit,"A licensed fuel supplier who blends biodiesel or renewable diesel with
diesel fuel may claim an income tax credit of \$0.05 per gallon for fuel
containing at least 5% biodiesel or renewable diesel. The tax credit may
not exceed the taxpayer\'s liability for the taxable year and each
year\'s unused credit amount may be carried forward for up to five
taxable years. The biodiesel or renewable diesel must meet applicable
ASTM specifications. (Reference [North Dakota Century
Code](http://www.legis.nd.gov/general-information/north-dakota-century-code)
57-38-01.22)
",,2011-04-25 00:00:00 UTC,false,15,State Incentives,"",,,,,"",BIOD,TAX,"",STATION,http://www.legis.nd.gov/general-information/north-dakota-century-code
5866,ND,Biofuel Loan Program,"The Biofuels Partnership in Assisting Community Expansion (PACE) Loan
Program provides an interest buy down of up to 5% below the note rate to
biodiesel, ethanol, or renewable diesel production facilities; livestock
operations feeding by-products produced at a biodiesel, ethanol, or
renewable diesel facility; and grain handling facilities which provide
storage of grain used in biofuels production. Qualified biodiesel,
ethanol, and renewable diesel production facilities located in North
Dakota may receive up to \$500,000 of interest buy down for the
purchase, construction, or expansion of a production facility, or the
purchase or installation of equipment at the facility.

Loan terms vary based on the project type, and recipients of Biofuels
PACE loans are not eligible for regular PACE loans. For more
information, including production facility eligibility requirements, see
the [Biofuels PACE
Program](https://bnd.nd.gov/ag/biofuels-pace-program/) website.

(Reference [North Dakota Century
Code](http://www.legis.nd.gov/general-information/north-dakota-century-code)
17-03)
",,2011-04-25 00:00:00 UTC,false,35,State Incentives,"",,,,,"",BIOD|ETH,LOANS,"",STATION|AFP,http://www.legis.nd.gov/general-information/north-dakota-century-code
5869,ND,Alternative Fuel Tax Rates,"An excise tax of \$0.23 per gallon is imposed on alternative fuel sales
and deliveries, including propane, compressed natural gas (CNG), and
liquefied natural gas (LNG). One gallon of special fuel is equal to 120
cubic feet of CNG or 1.7 gallons of LNG. Retailers must obtain a license
from the Office of the State Tax Commissioner to sell special fuels.
Exceptions may apply. (Reference [North Dakota Century
Code](http://www.legis.nd.gov/general-information/north-dakota-century-code)
57-43.2-02 through 57-43.2-05)
",2008-04-11 00:00:00 UTC,2015-04-09 00:00:00 UTC,false,83,Laws and Regulations,"",2020-03-09 20:34:01 UTC,,,,"",BIOD|ETH|NG|LPG,"",FUEL,STATION|PURCH,http://www.legis.nd.gov/general-information/north-dakota-century-code|http://www.legis.nd.gov/
5872,AZ,Alternative Fuel Vehicle (AFV) Special License Plate,"The Arizona Department of Transportation (ADOT) must issue a special
license plate to dedicated AFVs. Dedicated AFVs are defined as vehicles
powered exclusively by propane, compressed natural gas, electricity, or
hydrogen. There is no limit to the number of AFV license plates ADOT can
issue. The Arizona Department of Environmental Quality (ADEQ) must
inspect vehicles converted to operate solely on alternative fuel and
issue an Alternative Fuel Certificate before converted vehicles may
receive the AFV special plate. State or agency directors who conduct
activities of a confidential nature and use AFVs are exempt from the
requirement to display an AFV special license plate. For more
information, see the ADOT
[AFV](https://azdot.gov/motor-vehicles/vehicle-services/vehicle-registration/alternative-fuel-vehicle)
and ADEQ [Vehicle Emissions Testing](http://www.azdeq.gov/EmissionsTest)
website.

(Reference [Arizona Revised Statutes](https://www.azleg.gov/arstitle/)
28-2416)
",,,false,50,Laws and Regulations,"",2020-06-12 19:43:42 UTC,,,,"",ELEC|HY|NG|LPG,"",REGIS,FLEET|GOV|IND,http://www.azleg.gov/ArizonaRevisedStatutes.asp
5874,AZ,Alternative Fuel and Alternative Fuel Vehicle (AFV) Use Tax Exemption,"Arizona use taxes do not apply to natural gas or propane used in an AFV,
AFVs converted to operate on alternative fuels, or the equipment used to
convert a diesel vehicle to an AFV. Recognized alternative fuels include
propane, natural gas, electricity, hydrogen, and a blend of hydrogen
with propane or natural gas. (Reference [Arizona Revised
Statutes](http://www.azleg.gov/ArizonaRevisedStatutes.asp) 42-5159)
",,,false,35,State Incentives,"",,,,,"",ELEC|HY|NG|PHEV|LPG,EXEM|TAX,"",AFP|PURCH|FLEET|GOV|IND,http://www.azleg.gov/ArizonaRevisedStatutes.asp
5875,AZ,Propane and Compressed Natural Gas (CNG) Device Fee,"The Arizona Department of Weights and Measures collects license fees for
certain propane and CNG fueling devices used for commercial purposes. A
penalty equal to 20% of the fee may be imposed for late license fee
payments. (Reference [Arizona Revised
Statutes](https://www.azleg.gov/arstitle/) 3-3452)
",,,false,115,Laws and Regulations,"",,,,,"",NG|LPG,"",REGIS,STATION,http://www.azleg.gov/ArizonaRevisedStatutes.asp|http://www.azleg.gov/ArizonaRevisedStatutes.asp
5877,IN,Biofuels Blend Use Requirement,"Whenever possible, governmental entities and state educational
institutions must fuel diesel vehicles with biodiesel blends containing
at least 2% biodiesel (B2), gasoline vehicles with mid-level ethanol
blends between 20% and 73%, and flexible fuel vehicles with E85. This
requirement does not apply if such blends are prohibited under federal
regulations or have not been approved by the vehicle manufacturer.
Additional exemptions apply. (Reference [Indiana
Code](http://www.in.gov/legislative/ic/code/) 5-22-5-8, and 21-31-9-3)
",,2009-05-12 00:00:00 UTC,false,135,Laws and Regulations,"",,,,,"",BIOD|ETH,"",REQ,FLEET|GOV,http://www.in.gov/legislative/ic/code/
5881,IA,Low-Speed Vehicle Access to Roadways,"Low-speed vehicles may operate on roadways with posted speed limits of
up to 35 miles per hour (mph) and may cross streets with posted speed
limits greater than 35 mph. (Reference [Iowa
Code](https://www.legis.iowa.gov/index.aspx) 321.381A)
",,,false,115,Laws and Regulations,"",,,,,"",NEVS,"",DREST,FLEET|GOV|IND,https://www.legis.iowa.gov/index.aspx
5882,KS,Natural Gas and Propane Fuel Tax,"Any individual using or selling compressed natural gas (CNG), liquefied
natural gas (LNG), or liquefied petroleum gas (propane) as a motor fuel
must report fuel use and remit taxes due to the Kansas Department of
Revenue on a monthly basis. The minimum tax imposed on CNG is \$0.24 per
gasoline gallon equivalent (GGE), LNG is \$0.26 per GGE, and propane is
\$0.23 per gallon. The state imposes a tax rate of \$0.24 per gallon on
conventional motor fuel.

Alternatively, CNG, LNG, and propane vehicle users may apply for special
permit decals to pay motor fuel taxes on a mileage basis. The number of
gallons used on Kansas highways is determined based on the following
miles per gallon (mpg) estimates:

::: {align=""center""}
  Gross Vehicle Weight Rating   MPG
  ----------------------------- --------
  6,000 pounds (lbs.) or less   12 mpg
  6,001 to12,000 lbs.           10 mpg
  12,001 to 24,000 lbs.         7 mpg
  24,001 to 42,000 lbs.         6 mpg
  42,001 to 66,000 lbs.         4 mpg
  Over 66,000 lbs.              3 mpg
:::

(Reference [Kansas Statutes](http://www.kslegislature.org/li/)79-3490
through 79-3492e and 79-34,141)
",,2014-04-17 00:00:00 UTC,false,70,Laws and Regulations,"",2014-08-18 15:01:42 UTC,,,,"",NG|LPG,"",FUEL,STATION|PURCH,http://www.kslegislature.org/li/statute/|http://www.kslegislature.org/li/statute/
5887,CO,Alternative Fuel Vehicle (AFV) Registration,"Upon registering a motor vehicle with the Colorado Department of Revenue
Division of Motor Vehicles, the vehicle owner must report the type of
alternative fuel used to operate the vehicle and whether the vehicle is
dedicated to one alternative fuel or uses more than one fuel. The
Department of Revenue provides forms for the purpose of registering
motor vehicles and must include space for the following fuel types:
gasoline, diesel, propane, electricity, natural gas, methanol/M85,
ethanol/E85, biodiesel, and other. For more information, see the
[Colorado Department of Revenue Division of Motor
Vehicles](http://www.colorado.gov/revenue/dmv) website. (Reference
[Colorado Revised
Statutes](http://www.lexisnexis.com/hottopics/Colorado/) 42-3-113)
",,,false,60,Laws and Regulations,"",,,,,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,"",REGIS,FLEET|GOV|IND,http://www.lexisnexis.com/hottopics/Colorado/
5950,OK,Alternative Fuel Vehicle (AFV) Tax Credit,"For tax years beginning before December 31, 2027, a one-time income tax
credit is available for up to \$50,000 towards the cost of purchasing a
new original equipment manufacturer AFV or converting a vehicle to
operate on an alternative fuel. Tax credit amounts vary depending in the
gross vehicle weight rating (GVWR) of the vehicle:

  GVWR                           Maximum Amount
  ------------------------------ ----------------
  6,000 pounds (lbs.) or below   \$5,500
  6,001 lbs. to 10,000 lbs.      \$9,000
  10,001 lbs. to 26,500 lbs.     \$26,000
  Greater than 26,501 lbs.       \$50,000

The state also provides a tax credit of 10% of the total vehicle cost,
up to \$1,500, if the incremental cost of a new AFV cannot be determined
or when an AFV is resold, as long as a tax credit has not been
previously taken on the vehicle. Equipment used for conversions must be
new, not previously used to modify or retrofit any vehicle, meet
applicable federal and state safety standards, and must be installed by
a state certified alternative fuels equipment technician. Eligible
alternative fuels include natural gas and propane.Tax credits may be
carried forward for up to five years. (Reference [House
Bill](http://www.oklegislature.gov/index.aspx) 2095, 2019, and [Oklahoma
Statutes](http://www.oklegislature.gov/) 68-2357.22)
",,2019-05-06 00:00:00 UTC,false,10,State Incentives,"",2019-05-24 22:14:16 UTC,2027-12-31 00:00:00 UTC,,,"",AFTMKTCONV|NG|LPG,TAX,"",MAN|FLEET|IND,http://www.oklegislature.gov/index.aspx|http://www.oklegislature.gov/
5951,OK,Alternative Fueling Infrastructure Tax Credit,"For tax years beginning before December 31, 2027, a tax credit is
available for up to 45% of the cost of installing commercial alternative
fueling infrastructure. Eligible alternative fuels include natural gas,
propane, and electricity. The infrastructure must be new and not
previously installed or used to fuel alternative fuel vehicles. A tax
credit is also available for up to 50% of the cost of installing a
residential propane, compressed natural gas, or liquefied natural gas
fueling system for noncommercial purposes, up to \$2,500. The tax credit
may be carried forward for up to five years. (Reference [Oklahoma
Statutes](http://www.oklegislature.gov/) 68-2357.22)
",,2019-05-06 00:00:00 UTC,false,15,State Incentives,"",2019-05-24 22:15:55 UTC,2027-12-31 00:00:00 UTC,,,"",ELEC|HY|NG|PHEV|LPG,TAX,"",STATION,http://www.oklegislature.gov/|http://www.oklegislature.gov/|http://www.oklegislature.gov/
5954,SC,Low-Speed Vehicle Access to Roadways,"A low-speed vehicle is defined as a four-wheeled motor vehicle, other
than an all-terrain vehicle, that is capable of reaching speeds of at
least 20 miles per hour (mph) but not greater than 25 mph, has a gross
vehicle weight rating of less than 3,000 pounds, and meets the safety
standards in Title 49 of the [U.S. Code of Federal
Regulations](https://www.govinfo.gov/app/collection/cfr), section
571.500. A low-speed vehicle may operate only on secondary highways with
a posted speed limit of up to 35 mph, but may cross a highway with
posted speed limits over 35 mph at an intersection. A low-speed vehicle
must be registered and licensed in the same manner as a passenger
vehicle and is subject to the same insurance requirements applicable to
other motor vehicles. Homemade low-speed vehicles, retrofitted golf
carts, or any other similar vehicles do not qualify as low-speed
vehicles. (Reference [South Carolina Code of
Laws](http://www.scstatehouse.gov/code/statmast.php) 56-1-10, 56-2-100
to 56-2-130, and 56-5-820)
",2006-05-30 00:00:00 UTC,,false,105,Laws and Regulations,"",,,,,"",NEVS,"",DREST,FLEET|GOV|IND,http://www.scstatehouse.gov/code/statmast.php
5957,CT,Idle Reduction Requirement,"School bus operators may not idle a school bus engine for more than
three consecutive minutes except under the following conditions:
uncontrollable traffic conditions or mechanical difficulties; operation
of heating, cooling, safety or auxiliary equipment; outdoor temperatures
below 20 degrees Fahrenheit; maintenance of a safe temperature for
students with special needs; school bus repair; or receipt or discharge
of passengers on a public highway or road. An infraction applies to
violators of these regulations for the first offense and a fine from
\$100 to \$500 applies for each succeeding offense. (Reference
[Connecticut General Statutes](http://www.cga.ct.gov/) 14-277)
",,,false,85,Laws and Regulations,"",,,,,"",IR,"",AIRQEMISSIONS|DREST,FLEET|GOV,http://www.cga.ct.gov/
5961,TN,Biofuel Quality Inspection and Testing,"The Tennessee Department of Agriculture may inspect and test biofuels
under the Kerosene and Motor Fuels Quality Inspection Act of 1989.
(Reference [Tennessee Code](http://www.lexisnexis.com/hottopics/tncode)
47-18-1306 and 54-1-136)
",,,false,65,Laws and Regulations,"",,,,,"",BIOD|ETH,"",STD,STATION,http://www.lexisnexis.com/hottopics/michie/
5969,NV,Idle Reduction Requirement,"Diesel truck or bus engines may not idle for more than 15 consecutive
minutes. Exemptions apply to diesel trucks or buses for which the Nevada
State Environmental Commission has issued a variance from this
requirement, or diesel trucks and buses that are emergency vehicles; are
used for removal of snow or to repair or maintain other vehicles; are
stopped due to traffic congestion; are undergoing repair or maintenance;
produce emissions contained and treated according to State Environmental
Commission methods; or must idle to perform a specific task. (Reference
[Nevada Administrative
Code](http://www.leg.state.nv.us/NAC/Chapters.html) 445B.576)
",,,false,75,Laws and Regulations,"",,,,,"",IR,"",AIRQEMISSIONS|DREST,FLEET|GOV|IND,http://www.leg.state.nv.us/law1.cfm
5970,RI,Alternative Fuel Vehicle (AFV) and Zero Emission Vehicle (ZEV) Acquisition Requirements,"To reduce fuel consumption and pollution emissions, and purchase
vehicles that provide the best value on a life cycle cost basis, the
state must take the following actions:

-   At least 75% of state motor vehicle acquisitions must be AFVs, and
    the remaining 25% must be HEVs to the greatest extent possible. By
    2025, 25% of state motor vehicle acquisitions must be ZEVs;
-   All new light-duty trucks in the state fleet must achieve a minimum
    city fuel economy of 19 miles per gallon (mpg) and achieve at least
    a Low Emission Vehicle certification, and all new passenger vehicles
    in the state fleet must achieve a minimum city fuel economy of 23
    mpg;
-   All state agencies must purchase the most economical,
    fuel-efficient, and lowest emission vehicles appropriate to meet
    requirements and discourage the purchase of sport utility vehicles;
-   All state agencies must purchase low rolling resistance tires with
    superior tread life for state vehicles when possible; and
-   All state vehicles must be maintained according to manufacturer
    specifications, including specified tire pressures and ratings.

The state must also prepare an annual report to the governor on
compliance with these goals. (Reference [Executive Order
15-17](http://www.energy.ri.gov/documents/leadbyexample/ExecOrder15-17.pdf),
2015, and [Executive Order
05-13](https://afdc.energy.gov/files/pdfs/Exec_order_5_13_green_clean_vehicles.pdf),
2005)
",2005-08-22 00:00:00 UTC,2015-12-08 00:00:00 UTC,false,30,Laws and Regulations,"",,,2021-02-05 00:00:00 UTC,,"",BIOD|ETH|ELEC|EFFEC|HEV|HY|NG|PHEV|LPG,"",REQ,GOV,http://www.energy.ri.gov/documents/leadbyexample/ExecOrder15-17.pdf|http://www.afdc.energy.gov/pdfs/Exec_order_5_13_green_clean_vehicles.pdf
